Nome: RIO DE JANEIRO - FORTE DE COPACABANA
Codigo Estacao: A652
Latitude: -22.98833333
Longitude: -43.19055555
Altitude: 25.59
Situacao: Operante
Data Inicial: 2007-05-17
Data Final: 2021-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2018-06-10;.2;1013.970833;18.070833;25.2;22.004167;19.7;78.5;67;7;2.045833;
2018-06-11;0;1010.916667;18.5;27.1;23.354167;20.9;74.375;57;7.6;2.1875;
2018-06-12;0;1008.9625;18.6625;30.2;24.870833;22.3;68.708333;48;7.6;1.445833;
2018-06-13;0;1011.233333;19.575;28.3;24.533333;22.5;74.25;59;16.4;2.495833;
2018-06-14;4.6;1016.854167;18.9;23.9;20.508333;19.9;90.375;81;13.7;3.325;
2018-06-15;20;1019.55;17.370833;21.1;18.970833;17.6;90.541667;86;6.7;1.166667;
2018-06-16;.6;1019.708333;17.941667;21.8;20.020833;18.5;87.916667;81;13.3;2.679167;
2018-06-17;1.2;1020.970833;18.345833;23.4;20.395833;19.1;88.083333;77;8.4;1.804167;
2018-06-18;6.8;1021.870833;17.979167;24.4;20.654167;19.1;85;65;18.3;6.454167;
2018-06-19;0;1021.995833;16.8375;24.1;21.129167;19.8;76.625;70;10.4;3.733333;
2018-06-20;0;1019.3625;17.091667;24.2;20.966667;18.8;78.666667;69;8.7;1.458333;
2018-06-21;0;1016.129167;17.766667;26.2;21.7875;19.3;78.375;59;4.3;1.104167;
2018-06-22;0;1014.054167;17.883333;27.9;23.291667;20.6;72.291667;45;6;1.5875;
2018-06-23;0;1014.166667;18.516667;25.6;22.629167;20.2;77.875;58;6.4;1.783333;
2018-06-24;0;1012.625;18.283333;31;24.908333;21.8;68.041667;37;8.8;1.475;
2018-06-25;0;1012.95;19.5;25.4;22.45;20.7;83.5;57;11.1;2.55;
2018-06-26;0;1010.625;16.216667;31.7;25.616667;21.1;58.75;29;8.7;1.658333;
2018-06-27;0;1014.304167;18.791667;24;22.091667;20.7;81.791667;64;9.5;2.8625;
2018-06-28;0;1015.65;18.804167;26.1;22.920833;20.7;78.208333;60;6.8;1.433333;
2018-06-29;0;1014.725;17.054167;26.9;23.279167;20.4;68.125;51;6.6;2.125;
2018-06-30;0;1011.35;17.975;27.7;22.929167;20.3;74.041667;51;8.5;2.033333;
2018-07-01;0;1012.15;18.266667;23.9;22.129167;20.8;78.875;67;8.6;1.904167;
2018-07-02;0;1011.2125;19.291667;26.7;22.683333;20.4;81.625;63;6.4;1.508333;
2018-07-03;0;1011.3875;18.595833;28.3;24.275;22.4;71.291667;53;14.2;2.304167;
2018-07-04;1.4;1014.875;19.525;24.3;21.7;20.3;87.625;76;10.3;3.545833;
2018-07-05;0;1013.95;19.558333;26.7;22.641667;20.7;83.083333;68;9;1.620833;
2018-07-06;0;1014.570833;20.041667;25;22.25;20.7;87.541667;74;6;1.4125;
2018-07-07;0;1014.016667;19.620833;25.3;22.541667;20.6;83.75;72;6;1.625;
2018-07-08;0;1011.2875;15.108333;31.7;25.3375;20.5;57.708333;30;6.4;1.295833;
2018-07-09;0;1012.5375;17.079167;27.2;23.920833;23;67.541667;33;13.8;3.270833;
2018-07-10;2.6;1015.216667;17.254167;22.3;19.554167;18.6;86.708333;68;19.9;5.816667;
2018-07-11;11.2;1017.629167;13.508333;20.9;19.2;17.1;69.791667;62;18.4;6.229167;
2018-07-12;.8;1019.445833;13.6375;21.2;19.25;17.5;70.083333;62;13.4;3.1;
2018-07-13;0;1017.266667;14.520833;23.9;20.0375;17.5;70.833333;60;3.8;1.183333;
2018-07-14;0;1015.366667;17.491667;24.5;21.045833;18.8;80.416667;68;6.3;1.55;
2018-07-15;0;1014.291667;18.175;27.8;22.679167;19.6;76.75;54;7.6;1.908333;
2018-07-16;0;1015.0875;14.908333;31.1;25.670833;20.5;52.458333;30;7.8;1.533333;
2018-07-17;0;1017.366667;17.008333;25.3;22.441667;20.6;72.083333;43;10;1.958333;
2018-07-18;0;1016.375;18.645833;27.5;22.833333;20.1;77.791667;54;7.9;1.766667;
2018-07-19;0;1014.05;17.883333;27.6;23.416667;20.7;71.916667;53;6.1;1.641667;
2018-07-20;0;1012.829167;18.1875;26.9;23.808333;21.1;71.083333;55;6.9;1.958333;
2018-07-21;0;1012.770833;18.104167;27.6;23.870833;21.6;70.875;51;18.1;2.833333;
2018-07-22;0;1017.795833;19.779167;25.1;22.458333;21.8;84.875;76;15.2;3.4625;
2018-07-23;0;1018.445833;19.583333;25.8;22.316667;20.4;84.875;70;7;1.9375;
2018-07-24;0;1018.966667;19.120833;24.8;22.129167;20.7;83.125;73;11.6;2.8125;
2018-07-25;6.8;1020.395833;19.158333;26.1;22.354167;20.1;82.5;69;9.2;2.5625;
2018-07-26;0;1019.033333;18.375;25.7;22.2;20;79.125;67;9.4;2.316667;
2018-07-27;0;1016.720833;17.9625;25.5;22.266667;19.8;76.958333;63;8.7;2.841667;
2018-07-28;0;1014.170833;18.0625;27.3;22.941667;20.1;74.416667;52;8.3;2.045833;
2018-07-29;0;1010.758333;16.691667;30.4;24.958333;21.8;61.5;35;8.8;2.291667;
2018-07-30;0;1009.8875;16.991667;26.8;23.629167;22.6;68.375;41;19.2;4.654167;
2018-07-31;.4;1012.054167;18.179167;22.1;20.9;19.4;84.458333;70;11.8;2.929167;
2018-08-01;2.4;1015.083333;17.15;22.3;20.191667;19.5;82.833333;74;20;4.633333;
2018-08-02;23;1016.2375;17.058333;22.4;19.204167;17.5;87.5;75;16.3;5.7625;
2018-08-03;1.8;1014.183333;15.908333;24;20.55;18.3;75.208333;58;8.5;1.6375;
2018-08-04;7.4;1010.691667;18.3125;24;20.891667;19.5;85.541667;73;11.2;2.920833;
2018-08-05;0;1011.604167;17.95;25.7;21.616667;19.5;79.916667;65;8.9;2.254167;
2018-08-06;0;1016.220833;17.295833;21.5;19.470833;19.9;87.375;78;11.3;3.6375;
2018-08-07;20.6;1018.279167;16.683333;19.6;18.429167;17.1;89.666667;85;5.7;1.525;
2018-08-08;.8;1017.404167;17.708333;23.6;20.7875;17.7;82.833333;70;11;2.675;
2018-08-09;0;1010.583333;18.508333;26.3;21.904167;19.3;81.458333;60;8.5;2.0625;
2018-08-10;1.6;1009.916667;16.345833;28.7;20.65;17.9;76.958333;48;21;3.716667;
2018-08-11;0;1013.208333;14.291667;23.3;19.945833;18.1;70.208333;52;11;2.9;
2018-08-12;0;1016.3;14.495833;22.5;19.6375;17.9;72.458333;57;14.2;5.154167;
2018-08-13;0;1015.975;15.654167;21.9;19.808333;18.3;77.166667;63;13.1;4.833333;
2018-08-14;0;1014.870833;16.566667;25;20.7625;18.8;77.333333;62;7.4;2.45;
2018-08-15;0;1015.25;16.3;23.8;20.775;18.1;75.875;66;8.4;2.154167;
2018-08-16;0;1019.425;17.454167;21.1;20.329167;19.4;83.583333;79;7.8;2.658333;
2018-08-17;0;1021.491667;17.5125;23.7;20.425;19.2;83.333333;75;7.3;1.970833;
2018-08-18;.8;1020.708333;16.5125;23.9;20;18.3;80.583333;65;13.3;3.6125;
2018-08-19;0;1018.6125;16.0125;24.5;20.775;18.6;74.458333;60;8.3;2.3875;
2018-08-20;0;1017.95;17.966667;26.7;21.75;18.9;79.416667;64;9.3;2.0375;
2018-08-21;0;1017.545833;18.43913;25.4;21.865217;19.4;81.173913;66;11.9;2.020833;
2018-08-22;0;1016.841667;18.483333;25.6;21.7375;19.8;82.166667;68;15;2.25;
2018-08-23;0;1012.913636;18.85;28.5;22.4;20.1;80.954545;50;8.4;2.319048;
2018-08-24;0;1011.116667;18.95;28.8;24.125;21.1;73.458333;46;7;1.766667;
2018-08-25;0;1011.791667;17.658333;26.6;23.2;21.3;71.958333;50;23;3.679167;
2018-08-26;7.2;1018.8;16.975;22.3;19.166667;18.7;87.166667;76;17.4;5.6625;
2018-08-27;8.4;1021.570833;16.120833;19.9;18.0125;16.8;88.75;75;9.6;2.758333;
2018-08-28;1.4;1021.566667;15.645833;23.9;20.133333;17.2;75.583333;65;12.6;3.4125;
2018-08-29;0;1019.279167;16.275;25;21.170833;18.3;74;57;12.3;2.858333;
2018-08-30;0;1014.804167;17.908333;27.6;22.425;19;76.166667;49;7.6;2.029167;
2018-08-31;0;1010.441667;16.758333;31.8;25.2875;21.2;60.75;32;7.7;1.995833;
2018-09-01;0;1010.275;17.35;27.1;23.9;22.9;68.625;46;10.1;2.579167;
2018-09-02;0;1009.9375;19.0125;25.6;22.233333;20.3;82.25;65;14.3;3.929167;
2018-09-03;0;1007.220833;18.9625;26.9;22.1;20.6;82.791667;65;14.3;3.308333;
2018-09-04;10.4;1007.208333;16.854167;23.3;20.770833;19;79.125;55;18.6;5.020833;
2018-09-05;0;1014.970833;15.241667;21.9;19.766667;17.9;75.333333;64;20.3;7.770833;
2018-09-06;1.8;1019.35;15.625;23.9;19.741667;17.8;77.458333;65;10.4;2.9375;
2018-09-07;0;1018.616667;14.233333;24.7;20.8875;18.4;65.958333;54;11.6;4.308333;
2018-09-08;0;1016.691667;14.345833;26.5;21.1;18.3;65.708333;49;11.3;3.366667;
2018-09-09;0;1015.929167;15.2;26.4;21.383333;18.7;68.125;55;7.8;2.908333;
2018-09-10;0;1015.920833;16.441667;26.4;21.725;19.6;72.416667;57;7;4.1125;
2018-09-11;0;1014.916667;16.179167;25.7;21.3;19.9;72.75;60;10.9;4.720833;
2018-09-12;.4;1016.9375;15.9125;25;21.054167;19.3;72.791667;58;12.8;6.15;
2018-09-13;0;1014.375;16.016667;25.2;21.216667;19;72.458333;61;15.5;5.8125;
2018-09-14;0;1009.3125;16.9125;26.3;21.716667;19.9;74.375;63;8;1.795833;
2018-09-15;10.2;1007.291667;19.041667;25.7;21.65;20.1;85.375;73;11;3.325;
2018-09-16;0;1010.529167;17.341667;23.2;21.4;20.4;77.75;71;11.4;4.433333;
2018-09-17;0;1010.429167;17.329167;23.5;20.933333;19.9;79.916667;71;10.8;1.683333;
2018-09-18;1;1007.129167;19.320833;30.5;23.508333;20.2;78.291667;48;10.7;1.726087;
2018-09-19;0;1008.4625;19.654167;30;25.895833;22.7;68.958333;51;7;1.641667;
2018-09-20;0;1010.7;19.825;26.8;24.208333;22.6;77.041667;55;6.3;1.545833;
2018-09-21;.6;1010.195833;21.116667;25;22.808333;22.1;90.333333;85;9.3;2.2;
2018-09-22;0;1011.745833;19.0125;27.6;23.104167;20.8;78.041667;63;7.1;2.566667;
2018-09-23;0;1010.345833;18.891667;28.3;23.175;21.3;77.375;59;10;4.725;
2018-09-24;0;1009.929167;20.291667;29;23.4625;21.2;82.833333;63;12.8;2.4125;
2018-09-25;0;1011.191667;20.391667;29.4;24.191667;22.3;79.916667;62;9;2.604167;
2018-09-26;0;1008.65;20.7625;27.5;24.216667;22.1;81.541667;69;8.7;2.175;
2018-09-27;0;1007.4625;21;29.3;24.670833;22.8;80.541667;65;17.7;3.5625;
2018-09-28;22.6;1010.925;20.9875;27.1;23.4125;22.3;86.291667;75;8.4;1.675;
2018-09-29;.6;1011.970833;21.0375;26.2;23.420833;22.2;86.75;74;10.8;4.954167;
2018-09-30;.4;1009.695833;20.358333;29.8;24.2625;22.1;79.083333;62;12.7;3.2625;
2018-10-01;0;1008.033333;20.745833;27.1;24.366667;22.6;80.416667;66;6.5;1.679167;
2018-10-02;0;1007.925;20.541667;29.4;25.9875;22.9;72.291667;56;7.2;1.479167;
2018-10-03;0;1007.683333;21.083333;28.9;24.8875;21.9;79.833333;63;18.5;2.704167;
2018-10-04;0;1010.704167;21.720833;25.7;24.341667;23.6;85.458333;79;15.1;4.020833;
2018-10-05;14.4;1014.479167;18.420833;24;21.6375;20;82.75;67;11.1;4.517391;
2018-10-06;.2;1015.479167;16.454167;22.4;20.766667;20.2;76.75;64;13.4;4.1875;
2018-10-07;14.6;1013.754167;18.104167;25.8;21.258333;18.2;82.541667;66;13.7;3.35;
2018-10-08;0;1011.420833;19.795833;24.9;22.170833;21.2;86.458333;80;6;1.279167;
2018-10-09;2.6;1008.141667;20.725;26.8;22.95;21.2;87.5;65;10.6;2.133333;
2018-10-10;.4;1007.020833;20.9625;29.9;24.920833;21.8;79.333333;58;7.6;1.7625;
2018-10-11;11.4;1012.270833;21.383333;24.2;23.033333;22.7;90.458333;87;5.7;1.758333;
2018-10-12;3.2;1012.941667;21.475;26.7;23.033333;22.1;90.958333;83;10.8;4.508333;
2018-10-13;.2;1006.979167;21.841667;31.3;25.2875;22.4;81.833333;63;29;2.483333;
2018-10-14;14;1009.604167;20.433333;24.7;23;22.8;85.625;80;19;3.820833;
2018-10-15;.8;1009.45;18.608333;24.2;21.620833;20.8;83.125;73;12;3.3125;
2018-10-16;2;1010.054167;18.7375;24;21.770833;19.6;82.958333;75;16.5;4;
2018-10-17;0;1009.716667;20.0875;28.7;23.429167;21.7;81.75;70;10.5;2.620833;
2018-10-18;.2;1006.854167;20.954167;26.6;23.75;21.8;84.458333;75;7.2;1.620833;
2018-10-19;0;1006.3;20.408333;24.4;22.554167;21.8;87.75;78;14.2;5.1125;
2018-10-20;.4;1012.854167;15.316667;25.8;22.0125;20.8;66.541667;50;10.4;3.925;
2018-10-21;0;1014.158333;14.783333;25.7;21.091667;18.4;67.458333;54;8.5;3.495833;
2018-10-22;0;1013.0875;16.0625;27.4;22.425;19.9;67.583333;52;13.2;4.341667;
2018-10-23;0;1010.120833;18.395833;29.1;23.620833;20.6;73.041667;59;6.1;2.266667;
2018-10-24;0;1012.341667;20.570833;26.2;23.008333;22.4;86.375;79;11.5;4.0125;
2018-10-25;12.6;1010.870833;20.475;22.9;21.758333;21.1;92.458333;91;11.8;5.025;
2018-10-26;.8;1007.970833;20.079167;25.9;21.9875;20.7;89.083333;78;9.3;3.479167;
2018-10-27;3;1000.5;20.329167;31.1;24.504167;21.3;78.083333;56;17.7;3.025;
2018-10-28;.2;1008.041667;17.8375;24.3;22.3125;20.4;75.958333;65;17.9;7.004167;
2018-10-29;.2;1013.008333;16.279167;25.4;21.375;19.4;72.875;63;8.3;2.675;
2018-10-30;0;1013.345833;17.645833;28.5;22.920833;20;72.583333;56;10.3;3.6625;
2018-10-31;0;1010.525;19.783333;28.1;23.283333;21.2;80.916667;67;11.3;3.591667;
2018-11-01;0;1007.866667;20.6;27;24.133333;22.2;80.833333;73;12.1;2.775;
2018-11-02;.2;1010.329167;20.35;26.2;23.091667;22;84.75;72;7.4;2.175;
2018-11-03;.2;1005.895833;20.55;30.2;24.6;22;78.75;55;11.5;3.341667;
2018-11-04;7;1007.033333;20.658333;28.7;23.45;22.1;84.541667;66;28.2;4.8;
2018-11-05;0;1013.129167;17.533333;23;21.866667;21;76.416667;69;10.4;6.0625;
2018-11-06;0;1012.8625;17.95;26.2;21.470833;19.5;80.5;67;13.4;7.141667;
2018-11-07;0;1012.2;19.445833;26.5;22.158333;20.2;84.75;72;11.1;3.070833;
2018-11-08;48.6;1015.3125;18.8625;21.3;19.933333;19.5;93.666667;90;12.6;5.166667;
2018-11-09;12.2;1014.995833;18.075;21.6;19.341667;18.1;92.25;87;14;4.733333;
2018-11-10;2;1009.845833;18.233333;24.6;20.725;18.1;85.791667;72;10;2.25;
2018-11-11;.2;1007.8375;18.583333;26.3;21.758333;19.1;82.458333;66;9.4;1.858333;
2018-11-12;0;1009.291667;18.958333;26.6;22.1625;19.1;82.458333;66;11.8;2.125;
2018-11-13;0;1009.583333;18.875;26.6;22.041667;19.6;82.583333;68;10.9;2.691667;
2018-11-14;0;1005.483333;19.875;31.5;24.716667;19.5;75.208333;50;9.7;2.429167;
2018-11-15;0;1004.591667;19.783333;29.8;24.8375;21.8;74.291667;49;14.1;3.116667;
2018-11-16;9.6;1011.308333;20.083333;23;21.933333;20.7;89.291667;83;9.1;3.395833;
2018-11-17;0;1014.158333;18.916667;26.6;22.554167;20.2;80.5;65;5.4;1.770833;
2018-11-18;0;1008.108333;19.445833;32.1;26.120833;20.8;68.458333;44;8.2;2.191667;
2018-11-19;.6;1008.908333;18.970833;30.8;22.1625;20.4;84.166667;49;15.8;4.775;
2018-11-20;48.4;1015.116667;16.845833;21.5;19.25;17.6;86.166667;75;6.5;1.420833;
2018-11-21;2.4;1014.641667;18.0625;24.8;20.770833;18.9;84.5;75;3.8;1.133333;
2018-11-22;0;1011.2625;19.495833;26.3;22.845833;19.1;81.916667;67;10.4;2.4375;
2018-11-23;0;1007.941667;18.791667;31.5;25.008333;21.8;68.625;43;8.7;2.320833;
2018-11-24;0;1006.2125;18.166667;30.7;26.725;21.7;60.458333;45;9.8;1.925;
2018-11-25;0;1007.866667;18.625;28.9;24.475;21.8;70.916667;49;8.9;2.379167;
2018-11-26;36.2;1012.75;19.841667;22.8;21.5;21;90.416667;85;16.4;4.5125;
2018-11-27;29.6;1014.304167;19.0125;23.1;21.195833;19.8;87.25;82;13.3;2.775;
2018-11-28;.6;1012.695833;20.425;26.4;22.7625;20.6;87.083333;75;5.2;1.7875;
2018-11-29;0;1008.779167;19.808333;28;23.5875;20.8;79.708333;66;7.5;1.729167;
2018-11-30;0;1003.316667;20.725;28.5;24.829167;21.5;78.458333;62;8.9;1.879167;
2018-12-01;0;1001.416667;20.0625;29.4;24.754167;21.9;76.041667;53;14.6;2.5375;
2018-12-02;0;1003.508333;20.4375;26.3;23.779167;22.4;81.791667;63;11.2;3.65;
2018-12-03;2.2;1006.725;20.020833;27.9;23.595833;21.7;80.541667;65;7.1;2.691667;
2018-12-04;0;1004.525;19.9125;28.2;23.916667;21.5;78.583333;67;12.1;4.2125;
2018-12-05;0;1003.6375;20.720833;32.6;25.45;22.9;75.708333;49;16.9;3.116667;
2018-12-06;0;1009.825;20.683333;28.5;24.504167;22.7;79.5;65;10.2;2.595833;
2018-12-07;0;1011.116667;19.1;26.1;22.308333;22.2;82.291667;67;10.3;1.85;
2018-12-08;33.2;1014.770833;16.795833;23.5;20.316667;17.9;81;57;11.3;4.054167;
2018-12-09;2.6;1017.4125;16.329167;27.5;22.2125;18.4;69.833333;52;13.2;4.2;
2018-12-10;0;1016.558333;18;27.9;23.633333;20.8;71.083333;55;10.6;3.154167;
2018-12-11;0;1014.1625;19.804167;28.8;24.991667;22.3;73.375;57;7.6;2.05;
2018-12-12;0;1011.625;20.791667;29.1;25.5625;22.6;75.416667;57;8.2;1.758333;
2018-12-13;0;1009.645833;21.3625;32;26.8375;23.4;72.791667;46;9.4;1.441667;
2018-12-14;0;1010.2625;20.304167;30.5;26.7375;24.1;68.708333;44;9.2;1.975;
2018-12-15;0;1011.454167;22.195833;30.2;25.891667;22.9;80.541667;67;5.5;1.875;
2018-12-16;0;1012.1375;22.3375;29.8;26.283333;23.2;79.375;66;6.6;1.983333;
2018-12-17;0;1010.295833;21.7;28.7;25.529167;23.4;79.833333;68;7.9;2.366667;
2018-12-18;0;1008.866667;21.445833;30.3;27.6125;23.1;69.375;60;5.2;1.791667;
2018-12-19;0;1009.929167;22.783333;30.4;26.658333;24.9;79.541667;60;9.6;2.6125;
2018-12-20;0;1007.7;23.05;32;26.779167;24.2;80.625;62;6.1;2.195833;
2018-12-21;0;1005.758333;22.5875;29.3;26.816667;25;77.916667;67;15;2.4;
2018-12-22;0;1005.4125;22.966667;32.4;28.020833;25;74.416667;59;13.6;1.845833;
2018-12-23;0;1006.95;23;32.2;27.979167;25.3;74.708333;62;6.9;2.020833;
2018-12-24;0;1008.295833;23.008333;30.3;25.641667;25.8;85.625;69;10.3;3.325;
2018-12-25;26.6;1009.779167;21.158333;26.9;24.2375;23.1;83;76;6.2;1.775;
2018-12-26;16.8;1009.441667;20.325;26;24.583333;22.6;77.25;73;6.6;2.2375;
2018-12-27;0;1008.041667;20.179167;28.7;24.75;23;76;64;10.5;2.545833;
2018-12-28;0;1006.7375;21.35;30;25.566667;23;77.666667;65;6.9;2.208333;
2018-12-29;0;1005.908333;22.433333;31.5;26.5;23.9;78.958333;60;6;2.591667;
2018-12-30;0;1006.570833;22.333333;31.1;26.854167;24.3;76.916667;62;8.1;3.220833;
2018-12-31;0;1006.783333;22.566667;31.1;27.054167;24.4;76.958333;64;9.1;2.995833;
2019-01-01;0;1009.554167;23.1125;31.9;27.054167;24.2;79.416667;62;5.5;1.7;
2019-01-02;0;1009.833333;23.1625;32.5;27.695833;25;76.625;62;6.4;1.625;
2019-01-03;0;1006.308333;22.166667;36.3;29.8125;26.2;64.5;39;7.1;1.908333;
2019-01-04;0;1005.858333;21.558333;35.8;30.708333;27.7;58.583333;37;8.1;1.95;
2019-01-05;8.4;1008.183333;22.2875;30.1;26.7875;24.6;76.916667;54;7.7;2.741667;
2019-01-06;0;1008.779167;22.6875;31.5;27.258333;24.5;76.5;62;7;2.1625;
2019-01-07;0;1008.0375;23.766667;33.5;28.333333;25.2;77;62;8.2;2.645833;
2019-01-08;0;1008.733333;22.533333;34.3;28.475;24.8;71.041667;49;6.4;1.75;
2019-01-09;0;1009.320833;20.95;29.9;25.775;23.1;75.333333;57;11.3;2.966667;
2019-01-10;0;1009.220833;19.216667;29.9;25.5125;23.2;68.791667;52;12.9;3.145833;
2019-01-11;0;1010.216667;20.125;28.6;24.754167;21.4;75.875;63;6.7;1.85;
2019-01-12;0;1010.9;20.9875;30;24.8625;21.9;79.458333;61;7;1.554167;
2019-01-13;0;1011.175;20.575;28.7;25;22.2;76.791667;63;11.7;2.858333;
2019-01-14;0;1010.083333;20.8375;29;25.183333;23;77.291667;66;10.4;2.779167;
2019-01-15;0;1009.095833;20.766667;34.1;26.2875;22.4;72.625;47;7.1;1.8;
2019-01-16;0;1009.420833;21.504167;31.3;26.929167;23.2;73.333333;40;13.3;2.016667;
2019-01-17;0;1009.166667;20.470833;34.1;28.0875;24.5;64;43;8.3;2.033333;
2019-01-18;0;1009.058333;23.525;31.8;26.6125;24.1;83.625;66;6.5;2.229167;
2019-01-19;0;1006.866667;23.25;32.6;27.529167;24.6;78.125;63;8.6;2.641667;
2019-01-20;0;1008.333333;24.379167;34.9;28.4375;26.2;79.041667;60;13.7;2.454167;
2019-01-21;0;1009.166667;23.854167;34.7;29.3375;26.7;72.958333;55;7;2.254167;
2019-01-22;0;1010.179167;24.55;33.9;29.3;26.8;76.208333;58;8.5;2.579167;
2019-01-23;0;1010.533333;24.125;34.9;29.329167;26.8;74.333333;56;9.1;2.7;
2019-01-24;0;1009.420833;22.733333;34.6;29.516667;26.9;67.333333;53;6.2;2.0875;
2019-01-25;0;1010.520833;22.545833;30.6;26.7;26.6;78.375;66;12.3;2.5875;
2019-01-26;40.6;1011.404167;20.6375;31.9;26.779167;19.9;69.666667;53;10.6;2.35;
2019-01-27;0;1011.629167;22.491667;33.7;28.25;25.1;71.583333;53;8.5;2.666667;
2019-01-28;0;1012.279167;22.216667;33;28.620833;26.4;68.791667;55;7.5;2.1;
2019-01-29;0;1011.329167;23.333333;33.7;28.55;25.4;73.833333;58;7.2;1.554167;
2019-01-30;0;1009.204167;22.666667;32;27.954167;25.4;73.708333;55;6.4;1.9625;
2019-01-31;0;1008.445833;22.675;32.2;28;25;73.791667;53;5.4;1.741667;
2019-02-01;0;1008.808333;22.720833;32.9;27.983333;25;73.833333;46;5.6;1.841667;
2019-02-02;0;1008.145833;23.045833;33.6;28.7;25.7;72.5;54;6.4;2.258333;
2019-02-03;0;1007.741667;23.775;30.6;28.1125;26.4;77.75;64;11.1;3.8875;
2019-02-04;16.4;1009.0875;22.8125;27.5;25.008333;23.6;87.666667;76;10.3;2.975;
2019-02-05;92.6;1011.35;20.7375;28;24.229167;21.4;81.333333;64;12.1;3.629167;
2019-02-06;0;1009.7125;20.3125;27.5;24.754167;21.8;76.458333;68;15.9;3.670833;
2019-02-07;84.6;1008.025;20.295833;28.4;23.854167;20.6;81.125;63;30.6;2.5125;
2019-02-08;.2;1007.9125;21.045833;31.6;26.370833;23.3;73.083333;57;6.2;2.295833;
2019-02-09;0;1008.875;21.475;32.2;27.0875;23.7;71.833333;55;12.2;3.970833;
2019-02-10;0;1007.816667;22.966667;32.3;27.616667;24.8;76.25;61;11.6;2.470833;
2019-02-11;0;1007.1625;22.0625;35.4;29.304167;25.7;66.541667;39;9.9;2.620833;
2019-02-12;0;1006.9375;23.154167;30.1;27.6125;25.9;76.875;65;11.1;2.704167;
2019-02-13;53.4;1010.270833;21.279167;27.6;25.025;23.9;80.083333;63;9.6;2.904167;
2019-02-14;.6;1012.158333;20.191667;30;25.4875;22.7;73;58;7.6;2.3125;
2019-02-15;0;1007.904167;19.966667;28.4;24.829167;23.3;74.541667;61;10.1;2.7875;
2019-02-16;2.4;1003.491667;21.804167;29.6;24.758333;23;84;71;8;1.854167;
2019-02-17;1.2;1004.866667;23.045833;30.9;26.095833;23.9;83.708333;61;7;1.766667;
2019-02-18;12;1007.3125;23.133333;29.8;25.516667;23.8;86.75;74;6.9;1.495833;
2019-02-19;4.8;1006.458333;23.1;31.5;26.825;24.1;80.416667;67;7.1;2.0375;
2019-02-20;2.4;1006.3375;22.591667;32.1;27.5875;24.7;74.625;62;9.6;1.6625;
2019-02-21;0;1009.5375;23.525;28.8;26.583333;25.5;83.541667;71;6.6;2;
2019-02-22;.8;1010.65;23.495833;33;27.745833;25;78.041667;64;5;1.695833;
2019-02-23;0;1007.75;23.641667;33.1;28.4375;25.4;75.791667;56;8.6;1.820833;
2019-02-24;0;1004.533333;24.05;34.1;29.9;27.2;71.5;54;6.3;1.625;
2019-02-25;0;1004.279167;22.975;32.7;29.745833;27.9;67.583333;46;16.3;2.808333;
2019-02-26;2;1006.904167;22.5;30.7;27.029167;24.6;76.791667;47;15.2;3.595833;
2019-02-27;17.6;1007.895833;22.979167;32.6;26.770833;23.4;79.916667;65;13.6;2.633333;
2019-02-28;6.2;1007.925;23.083333;30.2;26.35;24.1;82.458333;63;8.7;2.075;
2019-03-01;3.8;1008.929167;23.491667;29.5;26.516667;24.8;83.583333;75;9;1.991667;
2019-03-02;59.2;1010.2;22.541667;28.3;24.683333;22.1;88;79;15.8;1.995833;
2019-03-03;3.8;1010.033333;23.1875;28.4;25.754167;24.1;85.875;80;13.4;1.591667;
2019-03-04;95.4;1011.625;22.370833;29.1;25.558333;21.1;82.791667;68;10.1;2.654167;
2019-03-05;0;1012.229167;22.8;32.5;27.420833;24.9;76.25;62;11;1.983333;
2019-03-06;0;1011.7375;23.366667;33.4;27.645833;25.1;78;61;11;2.179167;
2019-03-07;.8;1011.254167;23.35;32.5;28.025;25.4;75.875;63;8.3;2.095833;
2019-03-08;0;1009.75;23.55;32;28.241667;25.9;76.041667;64;7;1.558333;
2019-03-09;0;1008.75;23.983333;32.8;28.216667;25.5;78.208333;62;4.5;1.254167;
2019-03-10;0;1008.704167;24.183333;31;27.4625;25.4;82.666667;65;14;3.55;
2019-03-11;56;1009.554167;23.358333;28.8;26.4875;23.3;83.208333;72;15.7;3.741667;
2019-03-12;2;1009.65;23.333333;29.2;26.316667;24.9;83.791667;72;10.4;2.016667;
2019-03-13;.2;1007.620833;23.6875;33.1;28.0875;25.6;77.666667;59;7.4;1.6125;
2019-03-14;0;1007.0375;23.6125;33.3;28.075;26.5;77.041667;62;7.4;1.745833;
