Nome: IBIRUBA
Codigo Estacao: 83932
Latitude: -28.653476
Longitude: -53.111882
Altitude: 455.28
Situacao: Desativada
Data Inicial: 1977-09-30
Data Final: 2012-02-12
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1979-04-22;null;null;null;null;null;null;null;null;
1979-04-23;null;null;null;null;null;null;null;null;
1979-04-24;null;null;null;null;null;null;null;null;
1979-04-25;null;null;null;null;null;null;null;null;
1979-04-26;null;null;null;null;null;null;null;null;
1979-04-27;null;null;null;null;null;null;null;null;
1979-04-28;null;null;null;null;null;null;null;null;
1979-04-29;null;null;null;null;null;null;null;null;
1979-04-30;null;null;null;null;null;null;null;null;
1979-05-01;null;null;null;null;null;null;null;null;
1979-05-02;null;null;null;null;null;null;null;null;
1979-05-03;null;null;null;null;null;null;null;null;
1979-05-04;null;null;null;null;null;null;null;null;
1979-05-05;null;null;null;null;null;null;null;null;
1979-05-06;null;null;null;null;null;null;null;null;
1979-05-07;null;null;null;null;null;null;null;null;
1979-05-08;null;null;null;null;null;null;null;null;
1979-05-09;null;null;null;null;null;null;null;null;
1979-05-10;null;null;null;null;null;null;null;null;
1979-05-11;null;null;null;null;null;null;null;null;
1979-05-12;null;null;null;null;null;null;null;null;
1979-05-13;null;null;null;null;null;null;null;null;
1979-05-14;null;null;null;null;null;null;null;null;
1979-05-15;null;null;null;null;null;null;null;null;
1979-05-16;null;null;null;null;null;null;null;null;
1979-05-17;null;null;null;null;null;null;null;null;
1979-05-18;null;null;null;null;null;null;null;null;
1979-05-19;null;null;null;null;null;null;null;null;
1979-05-20;null;null;null;null;null;null;null;null;
1979-05-21;null;null;null;null;null;null;null;null;
1979-05-22;null;null;null;null;null;null;null;null;
1979-05-23;null;null;null;null;null;null;null;null;
1979-05-24;null;null;null;null;null;null;null;null;
1979-05-25;null;null;null;null;null;null;null;null;
1979-05-26;null;null;null;null;null;null;null;null;
1979-05-27;null;null;null;null;null;null;null;null;
1979-05-28;null;null;null;null;null;null;null;null;
1979-05-29;null;null;null;null;null;null;null;null;
1979-05-30;null;null;null;null;null;null;null;null;
1979-05-31;null;null;null;null;null;null;null;null;
1979-06-01;null;null;null;null;null;null;null;null;
1979-06-02;null;null;null;null;null;null;null;null;
1979-06-03;null;null;null;null;null;null;null;null;
1979-06-04;null;null;null;null;null;null;null;null;
1979-06-05;null;null;null;null;null;null;null;null;
1979-06-06;null;null;null;null;null;null;null;null;
1979-06-07;null;null;null;null;null;null;null;null;
1979-06-08;null;null;null;null;null;null;null;null;
1979-06-09;null;null;null;null;null;null;null;null;
1979-06-10;null;null;null;null;null;null;null;null;
1979-06-11;null;null;null;null;null;null;null;null;
1979-06-12;null;null;null;null;null;null;null;null;
1979-06-13;null;null;null;null;null;null;null;null;
1979-06-14;null;null;null;null;null;null;null;null;
1979-06-15;null;null;null;null;null;null;null;null;
1979-06-16;null;null;null;null;null;null;null;null;
1979-06-17;null;null;null;null;null;null;null;null;
1979-06-18;null;null;null;null;null;null;null;null;
1979-06-19;null;null;null;null;null;null;null;null;
1979-06-20;null;null;null;null;null;null;null;null;
1979-06-21;null;null;null;null;null;null;null;null;
1979-06-22;null;null;null;null;null;null;null;null;
1979-06-23;null;null;null;null;null;null;null;null;
1979-06-24;null;null;null;null;null;null;null;null;
1979-06-25;null;null;null;null;null;null;null;null;
1979-06-26;null;null;null;null;null;null;null;null;
1979-06-27;null;null;null;null;null;null;null;null;
1979-06-28;null;null;null;null;null;null;null;null;
1979-06-29;null;null;null;null;null;null;null;null;
1979-06-30;null;null;null;null;null;null;null;null;
1979-07-01;null;null;null;null;null;null;null;null;
1979-07-02;null;null;null;null;null;null;null;null;
1979-07-03;null;null;null;null;null;null;null;null;
1979-07-04;null;null;null;null;null;null;null;null;
1979-07-05;null;null;null;null;null;null;null;null;
1979-07-06;null;null;null;null;null;null;null;null;
1979-07-07;null;null;null;null;null;null;null;null;
1979-07-08;null;null;null;null;null;null;null;null;
1979-07-09;null;null;null;null;null;null;null;null;
1979-07-10;null;null;null;null;null;null;null;null;
1979-07-11;null;null;null;null;null;null;null;null;
1979-07-12;null;null;null;null;null;null;null;null;
1979-07-13;null;null;null;null;null;null;null;null;
1979-07-14;null;null;null;null;null;null;null;null;
1979-07-15;null;null;null;null;null;null;null;null;
1979-07-16;null;null;null;null;null;null;null;null;
1979-07-17;null;null;null;null;null;null;null;null;
1979-07-18;null;null;null;null;null;null;null;null;
1979-07-19;null;null;null;null;null;null;null;null;
1979-07-20;null;null;null;null;null;null;null;null;
1979-07-21;null;null;null;null;null;null;null;null;
1979-07-22;null;null;null;null;null;null;null;null;
1979-07-23;null;null;null;null;null;null;null;null;
1979-07-24;null;null;null;null;null;null;null;null;
1979-07-25;null;null;null;null;null;null;null;null;
1979-07-26;null;null;null;null;null;null;null;null;
1979-07-27;null;null;null;null;null;null;null;null;
1979-07-28;null;null;null;null;null;null;null;null;
1979-07-29;null;null;null;null;null;null;null;null;
1979-07-30;null;null;null;null;null;null;null;null;
1979-07-31;null;null;null;null;null;null;null;null;
1979-08-01;null;null;null;null;null;null;null;null;
1979-08-02;null;null;null;null;null;null;null;null;
1979-08-03;null;null;null;null;null;null;null;null;
1979-08-04;null;null;null;null;null;null;null;null;
1979-08-05;null;null;null;null;null;null;null;null;
1979-08-06;null;null;null;null;null;null;null;null;
1979-08-07;null;null;null;null;null;null;null;null;
1979-08-08;null;null;null;null;null;null;null;null;
1979-08-09;null;null;null;null;null;null;null;null;
1979-08-10;null;null;null;null;null;null;null;null;
1979-08-11;null;null;null;null;null;null;null;null;
1979-08-12;null;null;null;null;null;null;null;null;
1979-08-13;null;null;null;null;null;null;null;null;
1979-08-14;null;null;null;null;null;null;null;null;
1979-08-15;null;null;null;null;null;null;null;null;
1979-08-16;null;null;null;null;null;null;null;null;
1979-08-17;null;null;null;null;null;null;null;null;
1979-08-18;null;null;null;null;null;null;null;null;
1979-08-19;null;null;null;null;null;null;null;null;
1979-08-20;null;null;null;null;null;null;null;null;
1979-08-21;null;null;null;null;null;null;null;null;
1979-08-22;null;null;null;null;null;null;null;null;
1979-08-23;null;null;null;null;null;null;null;null;
1979-08-24;null;null;null;null;null;null;null;null;
1979-08-25;null;null;null;null;null;null;null;null;
1979-08-26;null;null;null;null;null;null;null;null;
1979-08-27;null;null;null;null;null;null;null;null;
1979-08-28;null;null;null;null;null;null;null;null;
1979-08-29;null;null;null;null;null;null;null;null;
1979-08-30;null;null;null;null;null;null;null;null;
1979-08-31;null;null;null;null;null;null;null;null;
1979-09-01;null;null;null;null;null;null;null;null;
1979-09-02;null;null;null;null;null;null;null;null;
1979-09-03;null;null;null;null;null;null;null;null;
1979-09-04;null;null;null;null;null;null;null;null;
1979-09-05;null;null;null;null;null;null;null;null;
1979-09-06;null;null;null;null;null;null;null;null;
1979-09-07;null;null;null;null;null;null;null;null;
1979-09-08;null;null;null;null;null;null;null;null;
1979-09-09;null;null;null;null;null;null;null;null;
1979-09-10;null;null;null;null;null;null;null;null;
1979-09-11;null;null;null;null;null;null;null;null;
1979-09-12;null;null;null;null;null;null;null;null;
1979-09-13;null;null;null;null;null;null;null;null;
1979-09-14;null;null;null;null;null;null;null;null;
1979-09-15;null;null;null;null;null;null;null;null;
1979-09-16;null;null;null;null;null;null;null;null;
1979-09-17;null;null;null;null;null;null;null;null;
1979-09-18;null;null;null;null;null;null;null;null;
1979-09-19;null;null;null;null;null;null;null;null;
1979-09-20;null;null;null;null;null;null;null;null;
1979-09-21;null;null;null;null;null;null;null;null;
1979-09-22;null;null;null;null;null;null;null;null;
1979-09-23;null;null;null;null;null;null;null;null;
1979-09-24;null;null;null;null;null;null;null;null;
1979-09-25;null;null;null;null;null;null;null;null;
1979-09-26;null;null;null;null;null;null;null;null;
1979-09-27;null;null;null;null;null;null;null;null;
1979-09-28;null;null;null;null;null;null;null;null;
1979-09-29;null;null;null;null;null;null;null;null;
1979-09-30;null;null;null;null;null;null;null;null;
1979-10-01;null;null;null;null;null;null;null;null;
1979-10-02;null;null;null;null;null;null;null;null;
1979-10-03;null;null;null;null;null;null;null;null;
1979-10-04;null;null;null;null;null;null;null;null;
1979-10-05;null;null;null;null;null;null;null;null;
1979-10-06;null;null;null;null;null;null;null;null;
1979-10-07;null;null;null;null;null;null;null;null;
1979-10-08;null;null;null;null;null;null;null;null;
1979-10-09;null;null;null;null;null;null;null;null;
1979-10-10;null;null;null;null;null;null;null;null;
1979-10-11;null;null;null;null;null;null;null;null;
1979-10-12;null;null;null;null;null;null;null;null;
1979-10-13;null;null;null;null;null;null;null;null;
1979-10-14;null;null;null;null;null;null;null;null;
1979-10-15;null;null;null;null;null;null;null;null;
1979-10-16;null;null;null;null;null;null;null;null;
1979-10-17;null;null;null;null;null;null;null;null;
1979-10-18;null;null;null;null;null;null;null;null;
1979-10-19;null;null;null;null;null;null;null;null;
1979-10-20;null;null;null;null;null;null;null;null;
1979-10-21;null;null;null;null;null;null;null;null;
1979-10-22;null;null;null;null;null;null;null;null;
1979-10-23;null;null;null;null;null;null;null;null;
1979-10-24;null;null;null;null;null;null;null;null;
1979-10-25;null;null;null;null;null;null;null;null;
1979-10-26;null;null;null;null;null;null;null;null;
1979-10-27;null;null;null;null;null;null;null;null;
1979-10-28;null;null;null;null;null;null;null;null;
1979-10-29;null;null;null;null;null;null;null;null;
1979-10-30;null;null;null;null;null;null;null;null;
1979-10-31;null;null;null;null;null;null;null;null;
1979-11-01;null;null;null;null;null;null;null;null;
1979-11-02;null;null;null;null;null;null;null;null;
1979-11-03;null;null;null;null;null;null;null;null;
1979-11-04;null;null;null;null;null;null;null;null;
1979-11-05;null;null;null;null;null;null;null;null;
1979-11-06;null;null;null;null;null;null;null;null;
1979-11-07;null;null;null;null;null;null;null;null;
1979-11-08;null;null;null;null;null;null;null;null;
1979-11-09;null;null;null;null;null;null;null;null;
1979-11-10;null;null;null;null;null;null;null;null;
1979-11-11;null;null;null;null;null;null;null;null;
1979-11-12;null;null;null;null;null;null;null;null;
1979-11-13;null;null;null;null;null;null;null;null;
1979-11-14;null;null;null;null;null;null;null;null;
1979-11-15;null;null;null;null;null;null;null;null;
1979-11-16;null;null;null;null;null;null;null;null;
1979-11-17;null;null;null;null;null;null;null;null;
1979-11-18;null;null;null;null;null;null;null;null;
1979-11-19;null;null;null;null;null;null;null;null;
1979-11-20;null;null;null;null;null;null;null;null;
1979-11-21;null;null;null;null;null;null;null;null;
1979-11-22;null;null;null;null;null;null;null;null;
1979-11-23;null;null;null;null;null;null;null;null;
1979-11-24;null;null;null;null;null;null;null;null;
1979-11-25;null;null;null;null;null;null;null;null;
1979-11-26;null;null;null;null;null;null;null;null;
1979-11-27;null;null;null;null;null;null;null;null;
1979-11-28;null;null;null;null;null;null;null;null;
1979-11-29;null;null;null;null;null;null;null;null;
1979-11-30;null;null;null;null;null;null;null;null;
1979-12-01;null;null;null;null;null;null;null;null;
1979-12-02;null;null;null;null;null;null;null;null;
1979-12-03;null;null;null;null;null;null;null;null;
1979-12-04;null;null;null;null;null;null;null;null;
1979-12-05;null;null;null;null;null;null;null;null;
1979-12-06;null;null;null;null;null;null;null;null;
1979-12-07;null;null;null;null;null;null;null;null;
1979-12-08;null;null;null;null;null;null;null;null;
1979-12-09;null;null;null;null;null;null;null;null;
1979-12-10;null;null;null;null;null;null;null;null;
1979-12-11;null;null;null;null;null;null;null;null;
1979-12-12;null;null;null;null;null;null;null;null;
1979-12-13;null;null;null;null;null;null;null;null;
1979-12-14;null;null;null;null;null;null;null;null;
1979-12-15;null;null;null;null;null;null;null;null;
1979-12-16;null;null;null;null;null;null;null;null;
1979-12-17;null;null;null;null;null;null;null;null;
1979-12-18;null;null;null;null;null;null;null;null;
1979-12-19;null;null;null;null;null;null;null;null;
1979-12-20;null;null;null;null;null;null;null;null;
1979-12-21;null;null;null;null;null;null;null;null;
1979-12-22;null;null;null;null;null;null;null;null;
1979-12-23;null;null;null;null;null;null;null;null;
1979-12-24;null;null;null;null;null;null;null;null;
1979-12-25;null;null;null;null;null;null;null;null;
1979-12-26;null;null;null;null;null;null;null;null;
1979-12-27;null;null;null;null;null;null;null;null;
1979-12-28;null;null;null;null;null;null;null;null;
1979-12-29;null;null;null;null;null;null;null;null;
1979-12-30;null;null;null;null;null;null;null;null;
1979-12-31;null;null;null;null;null;null;null;null;
1980-01-01;null;null;null;null;null;null;null;null;
1980-01-02;null;null;null;null;null;null;null;null;
1980-01-03;null;null;null;null;null;null;null;null;
1980-01-04;null;null;null;null;null;null;null;null;
1980-01-05;null;null;null;null;null;null;null;null;
1980-01-06;null;null;null;null;null;null;null;null;
1980-01-07;null;null;null;null;null;null;null;null;
1980-01-08;null;null;null;null;null;null;null;null;
1980-01-09;null;null;null;null;null;null;null;null;
1980-01-10;null;null;null;null;null;null;null;null;
1980-01-11;null;null;null;null;null;null;null;null;
1980-01-12;null;null;null;null;null;null;null;null;
1980-01-13;null;null;null;null;null;null;null;null;
1980-01-14;null;null;null;null;null;null;null;null;
1980-01-15;null;null;null;null;null;null;null;null;
1980-01-16;null;null;null;null;null;null;null;null;
1980-01-17;null;null;null;null;null;null;null;null;
1980-01-18;null;null;null;null;null;null;null;null;
1980-01-19;null;null;null;null;null;null;null;null;
1980-01-20;null;null;null;null;null;null;null;null;
1980-01-21;null;null;null;null;null;null;null;null;
1980-01-22;null;null;null;null;null;null;null;null;
1980-01-23;null;null;null;null;null;null;null;null;
1980-01-24;null;null;null;null;null;null;null;null;
1980-01-25;null;null;null;null;null;null;null;null;
1980-01-26;null;null;null;null;null;null;null;null;
1980-01-27;null;null;null;null;null;null;null;null;
1980-01-28;null;null;null;null;null;null;null;null;
1980-01-29;null;null;null;null;null;null;null;null;
1980-01-30;null;null;null;null;null;null;null;null;
1980-01-31;null;null;null;null;null;null;null;null;
1980-02-01;null;null;null;null;null;null;null;null;
1980-02-02;null;null;null;null;null;null;null;null;
1980-02-03;null;null;null;null;null;null;null;null;
1980-02-04;null;null;null;null;null;null;null;null;
1980-02-05;null;null;null;null;null;null;null;null;
1980-02-06;null;null;null;null;null;null;null;null;
